shot_id,x,y,team_id,made,description,meta,flag2
2839649331,10.0,82.0,536,False,2nd 09:34:00 : missed by Jaylen Washington(UTRGV) 54-68,period_2 player_787287572 team_536,False
2839649349,13.0,61.0,536,False,2nd 09:07:00 : missed by Zae Blake(UTRGV) 54-68,period_2 player_787287564 team_536,False
2839649355,8.0,46.0,536,True,2nd 08:27:00 : made by Zae Blake(UTRGV) 56-70,period_2 player_787287564 team_536,False
2839649357,72.0,78.0,301,True,2nd 08:12:00 : made by Jake Davis(Illinois) 56-73,period_2 player_787287550 team_301,False
2839649359,6.0,99.0,536,True,2nd 07:38:00 : made by Jaylen Washington(UTRGV) 59-73,period_2 player_787287572 team_536,False
2839649361,93.0,47.0,301,True,2nd 07:26:00 : made by Kylan Boswell(Illinois) 59-75,period_2 player_787287559 team_301,False
2839649363,6.0,4.0,536,True,2nd 07:13:00 : made by Julien Gomez(UTRGV) 62-75,period_2 player_787287577 team_536,False
2839649365,68.0,46.0,301,False,2nd 06:58:00 : missed by David Mirkovic(Illinois) 62-75,period_2 player_787287553 team_301,False
2839649367,7.0,66.0,536,True,2nd 06:37:00 : made by Kye Dickson(UTRGV) 64-75,period_2 player_787287571 team_536,False
2839649381,77.0,11.0,301,False,2nd 06:12:00 : missed by Kylan Boswell(Illinois) 64-75,period_2 player_787287559 team_301,False
2839649383,8.0,54.0,536,False,2nd 05:58:00 : missed by Dane Christensen(UTRGV) 64-75,period_2 player_787287576 team_536,False
2839649391,6.0,57.0,536,False,2nd 05:38:00 : missed by Kye Dickson(UTRGV) 64-77,period_2 player_787287571 team_536,False
2839649393,72.0,16.0,301,False,2nd 05:26:00 : missed by Keaton Wagler(Illinois) 64-77,period_2 player_787287558 team_301,False
2839649395,8.0,44.0,536,False,2nd 05:06:00 : missed by Zae Blake(UTRGV) 64-77,period_2 player_787287564 team_536,False
2839649397,92.0,59.0,301,True,2nd 05:00:00 : made by Andrej Stojakovic(Illinois) 64-79,period_2 player_787287546 team_301,False
2839649398,8.0,55.0,536,False,2nd 04:51:00 : missed by Always Wright(UTRGV) 64-79,period_2 player_787287579 team_536,False
2839649400,93.0,50.0,301,True,2nd 04:27:00 : made by Andrej Stojakovic(Illinois) 64-81,period_2 player_787287546 team_301,False
2839649411,24.0,14.0,536,False,2nd 04:00:00 : missed by Marvin McGhee III(UTRGV) 64-81,period_2 player_787287565 team_536,False
2839649413,93.0,56.0,301,True,2nd 03:40:00 : made by Andrej Stojakovic(Illinois) 64-83,period_2 player_787287546 team_301,False
2839649415,4.0,97.0,536,False,2nd 03:29:00 : missed by Zae Blake(UTRGV) 64-83,period_2 player_787287564 team_536,False
2839649417,88.0,56.0,301,False,2nd 03:16:00 : missed by Mihailo Petrovic(Illinois) 64-83,period_2 player_787287556 team_301,False
2839649432,7.0,49.0,536,True,2nd 02:50:00 : made by Kye Dickson(UTRGV) 67-83,period_2 player_787287571 team_536,False
2839649435,96.0,96.0,301,True,2nd 02:24:00 : made by Tomislav Ivisic(Illinois) 67-86,period_2 player_787287552 team_301,False
2839649437,5.0,97.0,536,False,2nd 02:11:00 : missed by Julien Gomez(UTRGV) 67-86,period_2 player_787287577 team_536,False
2839649439,7.0,51.0,536,True,2nd 02:02:00 : made by Julien Gomez(UTRGV) 69-86,period_2 player_787287577 team_536,False
2839649449,12.0,62.0,536,False,2nd 01:36:00 : missed by Marvin McGhee III(UTRGV) 70-86,period_2 player_787287565 team_536,False
